month,hour,season,day_type,weather,rides,registered,casual,records,average_temp,average_humidity
2012-02,0,Winter,Working day,Clear,305,277,28,13,0.3154,0.5708
2012-02,0,Winter,Working day,Mist / cloudy,228,194,34,7,0.3229,0.6771
2012-02,1,Winter,Weekend / holiday,Clear,189,173,16,4,0.29,0.5125
2012-02,1,Winter,Weekend / holiday,Light rain / snow,69,67,2,2,0.18,0.8
2012-02,1,Winter,Weekend / holiday,Mist / cloudy,138,120,18,3,0.2667,0.73
2012-02,1,Winter,Working day,Clear,117,99,18,13,0.3046,0.5854
2012-02,1,Winter,Working day,Mist / cloudy,86,74,12,7,0.3257,0.6857
2012-02,2,Winter,Weekend / holiday,Clear,169,151,18,4,0.275,0.55
2012-02,2,Winter,Weekend / holiday,Light rain / snow,26,24,2,1,0.26,0.81
2012-02,2,Winter,Weekend / holiday,Mist / cloudy,158,149,9,4,0.22,0.685
2012-02,2,Winter,Working day,Clear,67,57,10,14,0.2843,0.6014
2012-02,2,Winter,Working day,Light rain / snow,5,4,1,1,0.42,0.77
2012-02,2,Winter,Working day,Mist / cloudy,40,31,9,5,0.348,0.666
2012-02,3,Winter,Weekend / holiday,Clear,64,60,4,4,0.265,0.565
2012-02,3,Winter,Weekend / holiday,Light rain / snow,26,22,4,2,0.24,0.87
2012-02,3,Winter,Weekend / holiday,Mist / cloudy,37,34,3,3,0.2133,0.5433
2012-02,3,Winter,Working day,Clear,36,36,0,11,0.2909,0.6264
2012-02,3,Winter,Working day,Light rain / snow,6,4,2,1,0.44,0.67
2012-02,3,Winter,Working day,Mist / cloudy,13,11,2,6,0.3167,0.69
2012-02,4,Winter,Weekend / holiday,Clear,21,16,5,4,0.26,0.585
2012-02,4,Winter,Weekend / holiday,Light rain / snow,4,4,0,1,0.24,0.87
2012-02,4,Winter,Weekend / holiday,Mist / cloudy,13,13,0,3,0.2067,0.58
2012-02,4,Winter,Working day,Clear,21,21,0,13,0.28,0.6615
2012-02,4,Winter,Working day,Light rain / snow,4,4,0,2,0.35,0.76
2012-02,4,Winter,Working day,Mist / cloudy,7,7,0,4,0.265,0.7575
2012-02,5,Winter,Weekend / holiday,Clear,13,12,1,4,0.2,0.61
2012-02,5,Winter,Weekend / holiday,Light rain / snow,6,6,0,2,0.24,0.87
2012-02,5,Winter,Weekend / holiday,Mist / cloudy,11,10,1,3,0.2667,0.5
2012-02,5,Winter,Working day,Clear,307,303,4,15,0.2627,0.6507
2012-02,5,Winter,Working day,Light rain / snow,19,19,0,1,0.4,0.82
2012-02,5,Winter,Working day,Mist / cloudy,84,81,3,4,0.31,0.7875
2012-02,6,Winter,Weekend / holiday,Clear,33,30,3,6,0.21,0.59
2012-02,6,Winter,Weekend / holiday,Light rain / snow,9,8,1,1,0.22,0.93
2012-02,6,Winter,Weekend / holiday,Mist / cloudy,17,16,1,2,0.28,0.56
2012-02,6,Winter,Working day,Clear,1025,1002,23,12,0.245,0.665
2012-02,6,Winter,Working day,Light rain / snow,141,140,1,2,0.38,0.72
2012-02,6,Winter,Working day,Mist / cloudy,532,517,15,6,0.2933,0.7567
2012-02,7,Winter,Weekend / holiday,Clear,104,91,13,4,0.2,0.5475
2012-02,7,Winter,Weekend / holiday,Light rain / snow,19,19,0,1,0.22,0.93
2012-02,7,Winter,Weekend / holiday,Mist / cloudy,102,97,5,4,0.235,0.6725
2012-02,7,Winter,Working day,Clear,2963,2893,70,11,0.24,0.64
2012-02,7,Winter,Working day,Light rain / snow,413,402,11,2,0.37,0.775
2012-02,7,Winter,Working day,Mist / cloudy,1921,1884,37,7,0.2886,0.7357
2012-02,8,Winter,Weekend / holiday,Clear,490,462,28,6,0.2,0.6417
2012-02,8,Winter,Weekend / holiday,Light rain / snow,78,77,1,1,0.22,0.93
2012-02,8,Winter,Weekend / holiday,Mist / cloudy,118,106,12,2,0.24,0.655
2012-02,8,Winter,Working day,Clear,5965,5858,107,12,0.2383,0.6475
2012-02,8,Winter,Working day,Light rain / snow,965,941,24,2,0.38,0.8
2012-02,8,Winter,Working day,Mist / cloudy,2624,2576,48,6,0.2833,0.7683
2012-02,9,Winter,Weekend / holiday,Clear,555,491,64,5,0.196,0.632
2012-02,9,Winter,Weekend / holiday,Light rain / snow,212,192,20,2,0.22,0.84
2012-02,9,Winter,Weekend / holiday,Mist / cloudy,185,156,29,2,0.24,0.63
2012-02,9,Winter,Working day,Clear,2958,2841,117,12,0.2517,0.625
2012-02,9,Winter,Working day,Light rain / snow,510,475,35,3,0.3467,0.83
2012-02,9,Winter,Working day,Mist / cloudy,1276,1242,34,5,0.284,0.734
2012-02,10,Winter,Weekend / holiday,Clear,1034,866,168,6,0.2267,0.61
2012-02,10,Winter,Weekend / holiday,Light rain / snow,166,143,23,1,0.22,0.93
2012-02,10,Winter,Weekend / holiday,Mist / cloudy,339,280,59,2,0.26,0.585
2012-02,10,Winter,Working day,Clear,1506,1321,185,13,0.3,0.5869
2012-02,10,Winter,Working day,Light rain / snow,273,243,30,4,0.35,0.7725
2012-02,10,Winter,Working day,Mist / cloudy,330,316,14,3,0.26,0.5933
2012-02,11,Winter,Weekend / holiday,Clear,1325,1063,262,6,0.2633,0.495
2012-02,11,Winter,Weekend / holiday,Mist / cloudy,591,461,130,3,0.2533,0.69
2012-02,11,Winter,Working day,Clear,1640,1451,189,12,0.3383,0.52
2012-02,11,Winter,Working day,Light rain / snow,186,177,9,3,0.34,0.7967
2012-02,11,Winter,Working day,Mist / cloudy,616,555,61,5,0.292,0.612
2012-02,12,Winter,Weekend / holiday,Clear,1353,1063,290,5,0.28,0.39
2012-02,12,Winter,Weekend / holiday,Mist / cloudy,1024,863,161,4,0.275,0.67
2012-02,12,Winter,Working day,Clear,2293,2079,214,13,0.3754,0.4815
2012-02,12,Winter,Working day,Light rain / snow,115,113,2,2,0.32,0.845
2012-02,12,Winter,Working day,Mist / cloudy,877,802,75,5,0.316,0.582
2012-02,13,Winter,Weekend / holiday,Clear,1646,1235,411,6,0.3,0.4017
2012-02,13,Winter,Weekend / holiday,Mist / cloudy,811,702,109,3,0.28,0.7067
2012-02,13,Winter,Working day,Clear,2289,2062,227,13,0.3923,0.4138
2012-02,13,Winter,Working day,Light rain / snow,64,62,2,1,0.34,0.71
2012-02,13,Winter,Working day,Mist / cloudy,887,797,90,6,0.3567,0.64
2012-02,14,Winter,Weekend / holiday,Clear,1591,1199,392,6,0.3133,0.3867
2012-02,14,Winter,Weekend / holiday,Mist / cloudy,756,623,133,3,0.3,0.64
2012-02,14,Winter,Working day,Clear,2149,1869,280,14,0.4243,0.4021
2012-02,14,Winter,Working day,Light rain / snow,31,30,1,1,0.32,0.81
2012-02,14,Winter,Working day,Mist / cloudy,465,426,39,5,0.352,0.616
2012-02,15,Winter,Weekend / holiday,Clear,1528,1147,381,5,0.32,0.346
2012-02,15,Winter,Weekend / holiday,Mist / cloudy,954,741,213,4,0.305,0.58
2012-02,15,Winter,Working day,Clear,2494,2143,351,14,0.4386,0.3679
2012-02,15,Winter,Working day,Light rain / snow,201,182,19,3,0.3467,0.7467
2012-02,15,Winter,Working day,Mist / cloudy,426,389,37,3,0.38,0.55
2012-02,16,Winter,Weekend / holiday,Clear,1678,1281,397,6,0.33,0.3683
2012-02,16,Winter,Weekend / holiday,Light rain / snow,146,134,12,1,0.22,0.75
2012-02,16,Winter,Weekend / holiday,Mist / cloudy,355,273,82,2,0.33,0.53
2012-02,16,Winter,Working day,Clear,4048,3714,334,15,0.444,0.3567
2012-02,16,Winter,Working day,Light rain / snow,538,511,27,4,0.35,0.8275
2012-02,16,Winter,Working day,Mist / cloudy,268,240,28,1,0.34,0.42
2012-02,17,Winter,Weekend / holiday,Clear,1456,1190,266,6,0.3367,0.3633
2012-02,17,Winter,Weekend / holiday,Light rain / snow,211,185,26,2,0.26,0.695
2012-02,17,Winter,Weekend / holiday,Mist / cloudy,157,135,22,1,0.3,0.49
2012-02,17,Winter,Working day,Clear,7327,6961,366,15,0.44,0.354
2012-02,17,Winter,Working day,Light rain / snow,700,670,30,3,0.3333,0.8933
2012-02,17,Winter,Working day,Mist / cloudy,649,627,22,2,0.37,0.645
2012-02,18,Winter,Weekend / holiday,Clear,1114,979,135,6,0.3167,0.38
2012-02,18,Winter,Weekend / holiday,Light rain / snow,64,58,6,1,0.28,0.75
2012-02,18,Winter,Weekend / holiday,Mist / cloudy,275,249,26,2,0.26,0.48
2012-02,18,Winter,Working day,Clear,5866,5682,184,13,0.4215,0.3638
2012-02,18,Winter,Working day,Light rain / snow,1071,1034,37,4,0.32,0.805
2012-02,18,Winter,Working day,Mist / cloudy,1231,1170,61,3,0.4267,0.6033
2012-02,19,Winter,Weekend / holiday,Clear,801,722,79,6,0.3067,0.395
2012-02,19,Winter,Weekend / holiday,Light rain / snow,80,75,5,1,0.26,0.87
2012-02,19,Winter,Weekend / holiday,Mist / cloudy,206,186,20,2,0.25,0.46
2012-02,19,Winter,Working day,Clear,4022,3861,161,13,0.4,0.3908
2012-02,19,Winter,Working day,Light rain / snow,161,158,3,1,0.24,0.87
2012-02,19,Winter,Working day,Mist / cloudy,1463,1404,59,6,0.3833,0.6883
2012-02,20,Winter,Weekend / holiday,Clear,574,517,57,6,0.2967,0.4133
2012-02,20,Winter,Weekend / holiday,Light rain / snow,77,73,4,1,0.24,0.93
2012-02,20,Winter,Weekend / holiday,Mist / cloudy,166,143,23,2,0.23,0.475
2012-02,20,Winter,Working day,Clear,2934,2823,111,14,0.3871,0.4457
2012-02,20,Winter,Working day,Light rain / snow,222,217,5,2,0.33,0.875
2012-02,20,Winter,Working day,Mist / cloudy,825,782,43,4,0.365,0.5925
2012-02,21,Winter,Weekend / holiday,Clear,530,473,57,7,0.2629,0.42
2012-02,21,Winter,Weekend / holiday,Light rain / snow,114,107,7,2,0.25,0.79
2012-02,21,Winter,Working day,Clear,2401,2260,141,14,0.3686,0.4864
2012-02,21,Winter,Working day,Light rain / snow,168,165,3,2,0.33,0.875
2012-02,21,Winter,Working day,Mist / cloudy,615,575,40,4,0.375,0.575
2012-02,22,Winter,Weekend / holiday,Clear,552,510,42,6,0.2733,0.4467
2012-02,22,Winter,Weekend / holiday,Light rain / snow,55,47,8,1,0.24,0.75
2012-02,22,Winter,Weekend / holiday,Mist / cloudy,141,137,4,2,0.19,0.63
2012-02,22,Winter,Working day,Clear,1325,1238,87,12,0.3633,0.5008
2012-02,22,Winter,Working day,Light rain / snow,55,53,2,1,0.42,0.94
2012-02,22,Winter,Working day,Mist / cloudy,753,707,46,7,0.3314,0.6543
2012-02,23,Winter,Weekend / holiday,Clear,246,230,16,5,0.236,0.498
2012-02,23,Winter,Weekend / holiday,Light rain / snow,20,20,0,1,0.12,0.5
2012-02,23,Winter,Weekend / holiday,Mist / cloudy,179,158,21,3,0.2733,0.7333
2012-02,23,Winter,Working day,Clear,920,836,84,14,0.3457,0.5564
2012-02,23,Winter,Working day,Light rain / snow,33,30,3,1,0.42,0.94
2012-02,23,Winter,Working day,Mist / cloudy,328,308,20,5,0.332,0.6
2012-03,0,Spring,Weekend / holiday,Clear,248,191,57,2,0.48,0.75
2012-03,0,Spring,Weekend / holiday,Mist / cloudy,80,62,18,1,0.44,0.94
2012-03,0,Spring,Working day,Clear,316,251,65,7,0.46,0.6214
2012-03,0,Spring,Working day,Mist / cloudy,33,23,10,1,0.48,0.82
2012-03,0,Winter,Weekend / holiday,Clear,253,210,43,3,0.34,0.56
2012-03,0,Winter,Weekend / holiday,Light rain / snow,22,21,1,1,0.36,0.93
2012-03,0,Winter,Weekend / holiday,Mist / cloudy,172,154,18,2,0.42,0.62
2012-03,0,Winter,Working day,Clear,335,283,52,10,0.39,0.583
2012-03,0,Winter,Working day,Mist / cloudy,120,106,14,4,0.53,0.6825
2012-03,1,Spring,Weekend / holiday,Clear,128,108,20,1,0.56,0.73
2012-03,1,Spring,Weekend / holiday,Mist / cloudy,171,130,41,2,0.41,0.88
2012-03,1,Spring,Working day,Clear,207,131,76,8,0.4575,0.6475
2012-03,1,Winter,Weekend / holiday,Clear,225,195,30,3,0.3333,0.5667
2012-03,1,Winter,Weekend / holiday,Light rain / snow,44,44,0,1,0.36,0.93
2012-03,1,Winter,Weekend / holiday,Mist / cloudy,145,117,28,2,0.41,0.64
2012-03,1,Winter,Working day,Clear,148,114,34,10,0.394,0.613
2012-03,1,Winter,Working day,Light rain / snow,38,34,4,2,0.51,0.73
2012-03,1,Winter,Working day,Mist / cloudy,42,36,6,2,0.47,0.705
2012-03,2,Spring,Weekend / holiday,Clear,69,55,14,1,0.54,0.77
2012-03,2,Spring,Weekend / holiday,Light rain / snow,35,29,6,1,0.42,1.0
2012-03,2,Spring,Weekend / holiday,Mist / cloudy,69,55,14,1,0.42,0.77
2012-03,2,Spring,Working day,Clear,91,60,31,8,0.4475,0.6338
2012-03,2,Winter,Weekend / holiday,Clear,42,30,12,1,0.26,0.41
2012-03,2,Winter,Weekend / holiday,Light rain / snow,38,34,4,1,0.36,0.93
2012-03,2,Winter,Weekend / holiday,Mist / cloudy,178,139,39,3,0.42,0.7
2012-03,2,Winter,Working day,Clear,77,47,30,10,0.392,0.621
2012-03,2,Winter,Working day,Light rain / snow,12,10,2,2,0.5,0.745
2012-03,2,Winter,Working day,Mist / cloudy,10,10,0,2,0.44,0.88
2012-03,3,Spring,Weekend / holiday,Clear,63,43,20,2,0.47,0.795
2012-03,3,Spring,Weekend / holiday,Light rain / snow,18,10,8,1,0.42,0.94
2012-03,3,Spring,Working day,Clear,39,33,6,7,0.4314,0.5914
2012-03,3,Spring,Working day,Mist / cloudy,8,7,1,1,0.5,0.88
2012-03,3,Winter,Weekend / holiday,Clear,82,67,15,2,0.25,0.505
2012-03,3,Winter,Weekend / holiday,Mist / cloudy,91,80,11,4,0.4,0.78
2012-03,3,Winter,Working day,Clear,36,34,2,11,0.3818,0.6564
2012-03,3,Winter,Working day,Light rain / snow,2,2,0,1,0.52,0.72
2012-03,3,Winter,Working day,Mist / cloudy,6,6,0,2,0.47,0.875
2012-03,4,Spring,Weekend / holiday,Clear,15,10,5,2,0.47,0.8
2012-03,4,Spring,Weekend / holiday,Mist / cloudy,8,7,1,1,0.42,0.94
2012-03,4,Spring,Working day,Clear,19,16,3,5,0.38,0.492
2012-03,4,Spring,Working day,Mist / cloudy,13,13,0,3,0.4933,0.94
2012-03,4,Winter,Weekend / holiday,Clear,26,18,8,2,0.24,0.505
2012-03,4,Winter,Weekend / holiday,Mist / cloudy,32,23,9,4,0.385,0.8175
2012-03,4,Winter,Working day,Clear,41,29,12,10,0.36,0.687
2012-03,4,Winter,Working day,Light rain / snow,1,1,0,1,0.4,0.66
2012-03,4,Winter,Working day,Mist / cloudy,10,10,0,3,0.46,0.8567
2012-03,5,Spring,Weekend / holiday,Clear,5,5,0,1,0.4,0.82
2012-03,5,Spring,Weekend / holiday,Mist / cloudy,10,10,0,2,0.46,0.915
2012-03,5,Spring,Working day,Clear,151,146,5,5,0.368,0.526
2012-03,5,Spring,Working day,Mist / cloudy,107,96,11,3,0.4933,0.94
2012-03,5,Winter,Weekend / holiday,Clear,17,12,5,2,0.23,0.51
2012-03,5,Winter,Weekend / holiday,Mist / cloudy,21,15,6,4,0.38,0.8175
2012-03,5,Winter,Working day,Clear,232,225,7,10,0.354,0.701
2012-03,5,Winter,Working day,Light rain / snow,29,27,2,1,0.4,0.66
2012-03,5,Winter,Working day,Mist / cloudy,76,74,2,3,0.46,0.8767
2012-03,6,Spring,Weekend / holiday,Mist / cloudy,69,53,16,3,0.4267,0.9
2012-03,6,Spring,Working day,Clear,536,512,24,5,0.356,0.562
2012-03,6,Spring,Working day,Mist / cloudy,401,375,26,3,0.4867,0.94
2012-03,6,Winter,Weekend / holiday,Clear,22,19,3,2,0.23,0.57
2012-03,6,Winter,Weekend / holiday,Mist / cloudy,53,49,4,4,0.37,0.8325
2012-03,6,Winter,Working day,Clear,948,922,26,9,0.3378,0.6856
2012-03,6,Winter,Working day,Light rain / snow,113,108,5,1,0.46,0.82
2012-03,6,Winter,Working day,Mist / cloudy,393,380,13,4,0.435,0.8125
2012-03,7,Spring,Weekend / holiday,Mist / cloudy,153,109,44,3,0.42,0.8967
2012-03,7,Spring,Working day,Clear,1670,1613,57,5,0.36,0.526
2012-03,7,Spring,Working day,Light rain / snow,372,338,34,1,0.48,0.94
2012-03,7,Spring,Working day,Mist / cloudy,707,650,57,2,0.49,0.965
2012-03,7,Winter,Weekend / holiday,Clear,57,51,6,2,0.22,0.565
2012-03,7,Winter,Weekend / holiday,Light rain / snow,42,25,17,1,0.42,0.88
2012-03,7,Winter,Weekend / holiday,Mist / cloudy,125,92,33,3,0.3533,0.8167
2012-03,7,Winter,Working day,Clear,2846,2742,104,9,0.3333,0.69
2012-03,7,Winter,Working day,Light rain / snow,170,167,3,1,0.52,0.94
2012-03,7,Winter,Working day,Mist / cloudy,1158,1115,43,4,0.42,0.7575
2012-03,8,Spring,Weekend / holiday,Mist / cloudy,388,307,81,3,0.42,0.9167
2012-03,8,Spring,Working day,Clear,3143,3014,129,5,0.364,0.516
2012-03,8,Spring,Working day,Light rain / snow,535,502,33,1,0.48,0.94
2012-03,8,Spring,Working day,Mist / cloudy,1311,1213,98,2,0.5,0.94
2012-03,8,Winter,Weekend / holiday,Clear,249,218,31,3,0.2467,0.55
2012-03,8,Winter,Weekend / holiday,Light rain / snow,48,46,2,1,0.36,0.93
2012-03,8,Winter,Weekend / holiday,Mist / cloudy,314,226,88,2,0.42,0.91
2012-03,8,Winter,Working day,Clear,6244,6052,192,11,0.3564,0.7409
2012-03,8,Winter,Working day,Mist / cloudy,1579,1506,73,3,0.42,0.7233
2012-03,9,Spring,Weekend / holiday,Mist / cloudy,590,406,184,3,0.44,0.8433
2012-03,9,Spring,Working day,Clear,1505,1393,112,5,0.384,0.466
2012-03,9,Spring,Working day,Mist / cloudy,991,837,154,3,0.5067,0.9067
2012-03,9,Winter,Weekend / holiday,Clear,356,301,55,3,0.2667,0.5
2012-03,9,Winter,Weekend / holiday,Light rain / snow,94,87,7,1,0.38,0.87
2012-03,9,Winter,Weekend / holiday,Mist / cloudy,499,330,169,2,0.43,0.88
2012-03,9,Winter,Working day,Clear,3018,2806,212,10,0.41,0.691
2012-03,9,Winter,Working day,Mist / cloudy,1118,1014,104,4,0.38,0.68
2012-03,10,Spring,Weekend / holiday,Mist / cloudy,908,574,334,3,0.44,0.8367
2012-03,10,Spring,Working day,Clear,630,480,150,4,0.42,0.3975
2012-03,10,Spring,Working day,Mist / cloudy,758,521,237,4,0.485,0.82
2012-03,10,Winter,Weekend / holiday,Clear,633,484,149,3,0.2933,0.4433
2012-03,10,Winter,Weekend / holiday,Mist / cloudy,962,652,310,3,0.44,0.84
2012-03,10,Winter,Working day,Clear,1658,1339,319,11,0.4582,0.6164
2012-03,10,Winter,Working day,Mist / cloudy,425,355,70,3,0.3267,0.61
2012-03,11,Spring,Weekend / holiday,Clear,463,279,184,1,0.46,0.72
2012-03,11,Spring,Weekend / holiday,Mist / cloudy,596,392,204,2,0.45,0.94
2012-03,11,Spring,Working day,Clear,795,606,189,4,0.445,0.3725
2012-03,11,Spring,Working day,Mist / cloudy,930,660,270,4,0.505,0.7575
2012-03,11,Winter,Weekend / holiday,Clear,829,619,210,3,0.3267,0.4033
2012-03,11,Winter,Weekend / holiday,Mist / cloudy,1167,779,388,3,0.4533,0.82
2012-03,11,Winter,Working day,Clear,1664,1259,405,9,0.4778,0.5511
2012-03,11,Winter,Working day,Mist / cloudy,921,734,187,5,0.444,0.536
2012-03,12,Spring,Weekend / holiday,Clear,621,358,263,1,0.48,0.67
2012-03,12,Spring,Weekend / holiday,Light rain / snow,183,122,61,1,0.52,0.94
2012-03,12,Spring,Weekend / holiday,Mist / cloudy,360,238,122,1,0.4,0.94
2012-03,12,Spring,Working day,Clear,791,630,161,3,0.4333,0.3533
2012-03,12,Spring,Working day,Mist / cloudy,1510,1093,417,5,0.532,0.638
2012-03,12,Winter,Weekend / holiday,Clear,1717,1126,591,4,0.4,0.45
2012-03,12,Winter,Weekend / holiday,Mist / cloudy,802,533,269,2,0.43,0.775
2012-03,12,Winter,Working day,Clear,2016,1651,365,9,0.4778,0.4822
2012-03,12,Winter,Working day,Mist / cloudy,1214,986,228,5,0.504,0.546
2012-03,13,Spring,Weekend / holiday,Clear,638,373,265,1,0.54,0.6
2012-03,13,Spring,Weekend / holiday,Light rain / snow,196,134,62,1,0.52,0.94
2012-03,13,Spring,Weekend / holiday,Mist / cloudy,367,257,110,1,0.42,0.88
2012-03,13,Spring,Working day,Clear,1356,1038,318,5,0.488,0.442
2012-03,13,Spring,Working day,Light rain / snow,242,198,44,1,0.4,0.5
2012-03,13,Spring,Working day,Mist / cloudy,731,478,253,2,0.62,0.655
2012-03,13,Winter,Weekend / holiday,Clear,2210,1464,746,5,0.428,0.436
2012-03,13,Winter,Weekend / holiday,Mist / cloudy,544,346,198,1,0.46,0.82
2012-03,13,Winter,Working day,Clear,1836,1483,353,8,0.535,0.4688
2012-03,13,Winter,Working day,Mist / cloudy,1360,1077,283,6,0.4833,0.4717
2012-03,14,Spring,Weekend / holiday,Light rain / snow,223,160,63,1,0.52,0.88
2012-03,14,Spring,Weekend / holiday,Mist / cloudy,965,602,363,2,0.47,0.755
2012-03,14,Spring,Working day,Clear,1117,811,306,5,0.52,0.42
2012-03,14,Spring,Working day,Light rain / snow,229,173,56,1,0.4,0.54
2012-03,14,Spring,Working day,Mist / cloudy,657,375,282,2,0.64,0.6
2012-03,14,Winter,Weekend / holiday,Clear,1902,1115,787,4,0.445,0.3625
2012-03,14,Winter,Weekend / holiday,Mist / cloudy,951,582,369,2,0.48,0.605
2012-03,14,Winter,Working day,Clear,1136,879,257,6,0.53,0.3517
2012-03,14,Winter,Working day,Mist / cloudy,1725,1296,429,8,0.545,0.51
2012-03,15,Spring,Weekend / holiday,Light rain / snow,290,172,118,1,0.5,0.94
2012-03,15,Spring,Weekend / holiday,Mist / cloudy,1026,612,414,2,0.48,0.735
2012-03,15,Spring,Working day,Clear,1034,715,319,4,0.51,0.3925
2012-03,15,Spring,Working day,Light rain / snow,280,207,73,1,0.42,0.54
2012-03,15,Spring,Working day,Mist / cloudy,914,608,306,3,0.6333,0.5367
2012-03,15,Winter,Weekend / holiday,Clear,2859,1702,1157,6,0.4767,0.3933
2012-03,15,Winter,Working day,Clear,2374,1776,598,10,0.59,0.358
2012-03,15,Winter,Working day,Light rain / snow,107,88,19,1,0.46,0.82
2012-03,15,Winter,Working day,Mist / cloudy,452,360,92,3,0.4467,0.5733
2012-03,16,Spring,Weekend / holiday,Clear,492,339,153,1,0.48,0.77
2012-03,16,Spring,Weekend / holiday,Light rain / snow,177,128,49,1,0.5,0.94
2012-03,16,Spring,Weekend / holiday,Mist / cloudy,535,292,243,1,0.5,0.63
2012-03,16,Spring,Working day,Clear,1801,1420,381,5,0.528,0.438
2012-03,16,Spring,Working day,Light rain / snow,588,462,126,2,0.51,0.525
2012-03,16,Spring,Working day,Mist / cloudy,589,370,219,1,0.72,0.42
2012-03,16,Winter,Weekend / holiday,Clear,2891,1737,1154,6,0.4833,0.3883
2012-03,16,Winter,Working day,Clear,3747,3105,642,11,0.5764,0.3782
2012-03,16,Winter,Working day,Light rain / snow,179,160,19,2,0.44,0.675
2012-03,16,Winter,Working day,Mist / cloudy,342,305,37,1,0.62,0.41
2012-03,17,Spring,Weekend / holiday,Clear,962,578,384,2,0.49,0.695
2012-03,17,Spring,Weekend / holiday,Light rain / snow,115,68,47,1,0.5,0.88
2012-03,17,Spring,Working day,Clear,4124,3565,559,6,0.5467,0.4533
2012-03,17,Spring,Working day,Mist / cloudy,1563,1206,357,2,0.56,0.52
2012-03,17,Winter,Weekend / holiday,Clear,2689,1707,982,6,0.4867,0.3633
2012-03,17,Winter,Working day,Clear,6463,5720,743,10,0.59,0.404
2012-03,17,Winter,Working day,Light rain / snow,773,734,39,3,0.38,0.6933
2012-03,17,Winter,Working day,Mist / cloudy,644,557,87,1,0.62,0.38
2012-03,18,Spring,Weekend / holiday,Clear,491,289,202,1,0.5,0.72
2012-03,18,Spring,Weekend / holiday,Light rain / snow,137,110,27,1,0.46,0.94
2012-03,18,Spring,Weekend / holiday,Mist / cloudy,341,239,102,1,0.44,0.72
2012-03,18,Spring,Working day,Clear,5620,4715,905,8,0.5425,0.4688
2012-03,18,Winter,Weekend / holiday,Clear,2192,1533,659,6,0.48,0.3817
2012-03,18,Winter,Working day,Clear,5827,5168,659,9,0.5756,0.42
2012-03,18,Winter,Working day,Light rain / snow,943,894,49,3,0.3733,0.7467
2012-03,18,Winter,Working day,Mist / cloudy,1302,1168,134,2,0.61,0.405
2012-03,19,Spring,Weekend / holiday,Clear,659,452,207,2,0.46,0.715
2012-03,19,Spring,Weekend / holiday,Light rain / snow,133,105,28,1,0.46,0.94
2012-03,19,Spring,Working day,Clear,4048,3421,627,8,0.53,0.4663
2012-03,19,Winter,Weekend / holiday,Clear,1568,1169,399,6,0.4567,0.4217
2012-03,19,Winter,Working day,Clear,3501,3166,335,9,0.5022,0.4711
2012-03,19,Winter,Working day,Light rain / snow,174,162,12,1,0.36,0.87
2012-03,19,Winter,Working day,Mist / cloudy,1583,1400,183,4,0.565,0.5675
2012-03,20,Spring,Weekend / holiday,Clear,259,196,63,1,0.48,0.77
2012-03,20,Spring,Weekend / holiday,Light rain / snow,111,80,31,1,0.44,1.0
2012-03,20,Spring,Weekend / holiday,Mist / cloudy,208,156,52,1,0.4,0.71
2012-03,20,Spring,Working day,Clear,2664,2278,386,8,0.515,0.4963
2012-03,20,Winter,Weekend / holiday,Clear,998,752,246,6,0.4267,0.4817
2012-03,20,Winter,Working day,Clear,2662,2386,276,10,0.476,0.517
2012-03,20,Winter,Working day,Mist / cloudy,1018,882,136,4,0.525,0.5975
2012-03,21,Spring,Weekend / holiday,Clear,149,124,25,1,0.48,0.77
2012-03,21,Spring,Weekend / holiday,Light rain / snow,104,88,16,1,0.44,1.0
2012-03,21,Spring,Weekend / holiday,Mist / cloudy,143,107,36,1,0.4,0.71
2012-03,21,Spring,Working day,Clear,2021,1744,277,8,0.485,0.5575
2012-03,21,Winter,Weekend / holiday,Clear,886,702,184,6,0.42,0.48
2012-03,21,Winter,Working day,Clear,2302,2042,260,11,0.48,0.5209
2012-03,21,Winter,Working day,Light rain / snow,101,99,2,1,0.36,0.87
2012-03,21,Winter,Working day,Mist / cloudy,357,327,30,2,0.49,0.75
2012-03,22,Spring,Weekend / holiday,Clear,111,92,19,1,0.46,0.82
2012-03,22,Spring,Weekend / holiday,Light rain / snow,83,71,12,1,0.44,1.0
2012-03,22,Spring,Weekend / holiday,Mist / cloudy,156,116,40,1,0.38,0.71
2012-03,22,Spring,Working day,Clear,1392,1161,231,8,0.4675,0.5887
2012-03,22,Winter,Weekend / holiday,Clear,701,562,139,6,0.4,0.5083
2012-03,22,Winter,Working day,Clear,1458,1288,170,10,0.44,0.54
2012-03,22,Winter,Working day,Mist / cloudy,504,448,56,4,0.48,0.775
2012-03,23,Spring,Weekend / holiday,Clear,65,56,9,1,0.48,0.82
2012-03,23,Spring,Weekend / holiday,Mist / cloudy,217,188,29,2,0.4,0.85
2012-03,23,Spring,Working day,Clear,874,700,174,8,0.465,0.5963
2012-03,23,Winter,Weekend / holiday,Clear,498,425,73,6,0.3867,0.525
2012-03,23,Winter,Working day,Clear,746,660,86,10,0.43,0.553
2012-03,23,Winter,Working day,Mist / cloudy,297,256,41,4,0.48,0.77
2012-04,0,Spring,Weekend / holiday,Clear,561,470,91,6,0.4667,0.4683
2012-04,0,Spring,Weekend / holiday,Light rain / snow,36,36,0,1,0.36,0.81
2012-04,0,Spring,Weekend / holiday,Mist / cloudy,308,238,70,3,0.4533,0.7133
